Outcome,Approach,Estimate,SE,CI_Lower,CI_Upper,Correlation,Measure,Selection
O1,Bivariate Selection on effect,1.5187723295039681,0.1780318047769264,1.1698299921411923,1.867714666866744,-0.3,log OR,0.8
O2,Bivariate Selection on effect,0.5123842185895239,0.414244777256835,-0.2995355448338727,1.3243039820129203,-0.3,log OR,0.8
O1,Bivariate Selection on zscore,1.5118332429482062,0.1781128422978069,1.1627320720445047,1.8609344138519077,-0.3,log OR,0.8
O2,Bivariate Selection on zscore,0.529652472366447,0.41730541968972923,-0.28826615022542235,1.3475710949583162,-0.3,log OR,0.8
O1,Naive estimate,1.5412101831907004,0.18439367746673027,1.1798052163790143,1.9026151500023865,-0.3,log OR,0.9
O2,Naive estimate,1.1296475233345176,0.47342829160108785,0.20174512253405896,2.0575499241349764,-0.3,log OR,0.9
O1,Bivariate Selection on effect,1.517823443881335,0.17728554718587303,1.170343771397024,1.865303116365646,-0.3,log OR,0.9
O2,Bivariate Selection on effect,0.47129700897236365,0.41449698219047526,-0.3411170761209678,1.283711094065695,-0.3,log OR,0.9
O1,Bivariate Selection on zscore,1.511071717152358,0.17754791196189793,1.163077809707038,1.859065624597678,-0.3,log OR,0.9
O2,Bivariate Selection on zscore,0.48179528146436423,0.4150008231745272,-0.33160633195770906,1.2951968948864376,-0.3,log OR,0.9
O1,Naive estimate,1.5412101831907004,0.18439367746673027,1.1798052163790143,1.9026151500023865,-0.3,log OR,1
O2,Naive estimate,1.1296475233345176,0.47342829160108785,0.20174512253405896,2.0575499241349764,-0.3,log OR,1
O1,Bivariate Selection on effect,1.5174869443305667,0.17661810626385424,1.1713154560534125,1.863658432607721,-0.3,log OR,1
O2,Bivariate Selection on effect,0.43342694741324456,0.41495545957308794,-0.3798857533500078,1.246739648176497,-0.3,log OR,1
O1,Bivariate Selection on zscore,1.5109834948658019,0.17703297619861547,1.1639988615165155,1.8579681282150882,-0.3,log OR,1
O2,Bivariate Selection on zscore,0.43827497827043177,0.4126217206548731,-0.37046359421311953,1.247013550753983,-0.3,log OR,1
O1,Naive estimate,1.5412101831907004,0.18439367746673027,1.1798052163790143,1.9026151500023865,-0.3,log OR,1.1
O2,Naive estimate,1.1296475233345176,0.47342829160108785,0.20174512253405896,2.0575499241349764,-0.3,log OR,1.1
O1,Bivariate Selection on effect,1.5176833404728367,0.17602172918448405,1.172680751271248,1.8626859296744254,-0.3,log OR,1.1
O2,Bivariate Selection on effect,0.39816145586377344,0.4150049729473577,-0.4152482911130477,1.2115712028405945,-0.3,log OR,1.1
O1,Bivariate Selection on zscore,1.5114597480212437,0.17656264627693793,1.1653969613184454,1.857522534724042,-0.3,log OR,1.1
O2,Bivariate Selection on zscore,0.3989489468452332,0.40998834957218444,-0.4046282183162483,1.2025261120067148,-0.3,log OR,1.1
O1,Naive estimate,1.5412101831907004,0.18439367746673027,1.1798052163790143,1.9026151500023865,-0.3,log OR,1.2000000000000002
O2,Naive estimate,1.1296475233345176,0.47342829160108785,0.20174512253405896,2.0575499241349764,-0.3,log OR,1.2000000000000002
O1,Bivariate Selection on effect,1.5183039420405948,0.17548395783671145,1.1743553846806405,1.8622524994005492,-0.3,log OR,1.2000000000000002
O2,Bivariate Selection on effect,0.36527852415372974,0.4142330203244404,-0.4466181956821734,1.177175243989633,-0.3,log OR,1.2000000000000002
O1,Bivariate Selection on zscore,1.5123711135145717,0.1761274934052365,1.1671612264403082,1.8575810005888351,-0.3,log OR,1.2000000000000002
O2,Bivariate Selection on zscore,0.363673401505124,0.40701677621414567,-0.43407947987460155,1.1614262828848496,-0.3,log OR,1.2000000000000002
O1,Naive estimate,1.5412101831907004,0.18439367746673027,1.1798052163790143,1.9026151500023865,-0.3,log OR,1.3
O2,Naive estimate,1.1296475233345176,0.47342829160108785,0.20174512253405896,2.0575499241349764,-0.3,log OR,1.3
O1,Bivariate Selection on effect,1.5192300355516732,0.17499319896247736,1.1762433655852176,1.862216705518129,-0.3,log OR,1.3
O2,Bivariate Selection on effect,0.33480708496196376,0.4124558807540998,-0.47360644131607177,1.1432206112399994,-0.3,log OR,1.3
O1,Bivariate Selection on zscore,1.5135865994279245,0.17571832844975321,1.1691786756664082,1.8579945231894408,-0.3,log OR,1.3
O2,Bivariate Selection on zscore,0.3322838598705342,0.4037164598122766,-0.45900040136152787,1.1235681211025963,-0.3,log OR,1.3
O1,Naive estimate,1.0826054067992252,0.14731157665203387,0.7938800220554274,1.371330791543023,-0.3,log RR,0
O2,Naive estimate,1.1017445248200168,0.45712952989948796,0.20578710994729477,1.997701939692739,-0.3,log RR,0
O1,Bivariate Selection on effect,1.0782845836394142,0.14567201077906708,0.7927674425124427,1.3638017247663856,-0.3,log RR,0
O2,Bivariate Selection on effect,1.0301662591137184,0.4401840298101292,0.1674055606858651,1.8929269575415717,-0.3,log RR,0
O1,Bivariate Selection on zscore,1.0782845836394142,0.14567201077906708,0.7927674425124427,1.3638017247663856,-0.3,log RR,0
O2,Bivariate Selection on zscore,1.0301662591137184,0.4401840298101292,0.1674055606858651,1.8929269575415717,-0.3,log RR,0
O1,Naive estimate,1.0826054067992252,0.14731157665203387,0.7938800220554274,1.371330791543023,-0.3,log RR,0.1
O2,Naive estimate,1.1017445248200168,0.45712952989948796,0.20578710994729477,1.997701939692739,-0.3,log RR,0.1
O1,Bivariate Selection on effect,1.0784678528393166,0.14577237079482142,0.7927540060814666,1.3641816995971665,-0.3,log RR,0.1
O2,Bivariate Selection on effect,0.9296099527635756,0.4452555561584083,0.05690906269309537,1.8023108428340557,-0.3,log RR,0.1
O1,Bivariate Selection on zscore,1.0760529677397197,0.14543271701582972,0.7910048423886935,1.361101093090746,-0.3,log RR,0.1
O2,Bivariate Selection on zscore,0.9420389816473649,0.44387039950642737,0.07205299861476722,1.8120249646799627,-0.3,log RR,0.1
O1,Naive estimate,1.0826054067992252,0.14731157665203387,0.7938800220554274,1.371330791543023,-0.3,log RR,0.2
O2,Naive estimate,1.1017445248200168,0.45712952989948796,0.20578710994729477,1.997701939692739,-0.3,log RR,0.2
O1,Bivariate Selection on effect,1.0785349587939148,0.1460342554854342,0.7923078180424639,1.3647620995453658,-0.3,log RR,0.2
O2,Bivariate Selection on effect,0.8198267975347521,0.4550596048295495,-0.07209002793116492,1.711743623000669,-0.3,log RR,0.2
O1,Bivariate Selection on zscore,1.0736772722525736,0.14526879686627475,0.788950430394675,1.3584041141104721,-0.3,log RR,0.2
O2,Bivariate Selection on zscore,0.8469832983322633,0.452942453625576,-0.04078391077386567,1.7347505074383922,-0.3,log RR,0.2
O1,Naive estimate,1.0826054067992252,0.14731157665203387,0.7938800220554274,1.371330791543023,-0.3,log RR,0.30000000000000004
O2,Naive estimate,1.1017445248200168,0.45712952989948796,0.20578710994729477,1.997701939692739,-0.3,log RR,0.30000000000000004
O1,Bivariate Selection on effect,1.0778225886416215,0.14644017928720698,0.7907998372386958,1.364845340044547,-0.3,log RR,0.30000000000000004
O2,Bivariate Selection on effect,0.6973375252343454,0.4694814012714576,-0.22284602125771147,1.6175210717264024,-0.3,log RR,0.30000000000000004
O1,Bivariate Selection on zscore,1.0708044408617867,0.14521141704646479,0.7861900634507157,1.3554188182728577,-0.3,log RR,0.30000000000000004
O2,Bivariate Selection on zscore,0.7385300812129217,0.4701406356497517,-0.18294556466059164,1.660005727086435,-0.3,log RR,0.30000000000000004
O1,Naive estimate,1.0826054067992252,0.14731157665203387,0.7938800220554274,1.371330791543023,-0.3,log RR,0.4
O2,Naive estimate,1.1017445248200168,0.45712952989948796,0.20578710994729477,1.997701939692739,-0.3,log RR,0.4
O1,Bivariate Selection on effect,1.0754861595864271,0.14689988404184112,0.7875623868644186,1.3634099323084357,-0.3,log RR,0.4
O2,Bivariate Selection on effect,0.5631215227527474,0.48333653368231927,-0.3842180832645984,1.510461128770093,-0.3,log RR,0.4
O1,Bivariate Selection on zscore,1.0670378645269614,0.14530249006276524,0.7822449840039415,1.3518307450499814,-0.3,log RR,0.4
O2,Bivariate Selection on zscore,0.6099765461747065,0.4928237676281982,-0.3559580383765619,1.575911130725975,-0.3,log RR,0.4
O1,Naive estimate,1.0826054067992252,0.14731157665203387,0.7938800220554274,1.371330791543023,-0.3,log RR,0.5
O2,Naive estimate,1.1017445248200168,0.45712952989948796,0.20578710994729477,1.997701939692739,-0.3,log RR,0.5
O1,Bivariate Selection on effect,1.0711020090034402,0.14721327806329895,0.7825639839993743,1.359640034007506,-0.3,log RR,0.5
O2,Bivariate Selection on effect,0.4275935870060492,0.4878343342356939,-0.5285617080959107,1.383748882108009,-0.3,log RR,0.5
O1,Bivariate Selection on zscore,1.062268828638326,0.14554004794217423,0.7770103346716645,1.3475273226049875,-0.3,log RR,0.5
O2,Bivariate Selection on zscore,0.46348989414582115,0.5087138428061933,-0.5335892377543177,1.4605690260459598,-0.3,log RR,0.5
O1,Naive estimate,1.0826054067992252,0.14731157665203387,0.7938800220554274,1.371330791543023,-0.3,log RR,0.6000000000000001
O2,Naive estimate,1.1017445248200168,0.45712952989948796,0.20578710994729477,1.997701939692739,-0.3,log RR,0.6000000000000001
O1,Bivariate Selection on effect,1.0652716496548158,0.14717336467962636,0.7768118548827481,1.3537314444268835,-0.3,log RR,0.6000000000000001
O2,Bivariate Selection on effect,0.3075214172371668,0.47900446558752446,-0.6313273353143811,1.2463701697887148,-0.3,log RR,0.6000000000000001
O1,Bivariate Selection on zscore,1.0570635258217795,0.14583968219435825,0.7712177487208374,1.3429093029227217,-0.3,log RR,0.6000000000000001
O2,Bivariate Selection on zscore,0.318198976934526,0.5047206791781526,-0.671053554254653,1.307451508123705,-0.3,log RR,0.6000000000000001
O1,Naive estimate,1.0826054067992252,0.14731157665203387,0.7938800220554274,1.371330791543023,-0.3,log RR,0.7000000000000001
O2,Naive estimate,1.1017445248200168,0.45712952989948796,0.20578710994729477,1.997701939692739,-0.3,log RR,0.7000000000000001
O1,Bivariate Selection on effect,1.0592441381079576,0.14676094614360236,0.771592683666497,1.3468955925494182,-0.3,log RR,0.7000000000000001
O2,Bivariate Selection on effect,0.21467741790907088,0.461384869210647,-0.6896369257437971,1.118991761561939,-0.3,log RR,0.7000000000000001
O1,Bivariate Selection on zscore,1.052390151966752,0.14610585672933096,0.7660226727772633,1.3387576311562408,-0.3,log RR,0.7000000000000001
O2,Bivariate Selection on zscore,0.19944035786980788,0.48274831824720654,-0.746746345894717,1.1456270616343327,-0.3,log RR,0.7000000000000001
O1,Naive estimate,1.0826054067992252,0.14731157665203387,0.7938800220554274,1.371330791543023,-0.3,log RR,0.8
O2,Naive estimate,1.1017445248200168,0.45712952989948796,0.20578710994729477,1.997701939692739,-0.3,log RR,0.8
O1,Bivariate Selection on effect,1.05399099236916,0.14614142301216648,0.7675538032653136,1.3404281814730061,-0.3,log RR,0.8
O2,Bivariate Selection on effect,0.15007170559761418,0.44204948282725864,-0.7163452807438128,1.016488691939041,-0.3,log RR,0.8
O1,Bivariate Selection on zscore,1.0488285795405394,0.14630859338593108,0.7620637365041145,1.3355934225769643,-0.3,log RR,0.8
O2,Bivariate Selection on zscore,0.11830725314404322,0.4563832478900866,-0.7762039127205265,1.012818419008613,-0.3,log RR,0.8
O1,Naive estimate,1.0826054067992252,0.14731157665203387,0.7938800220554274,1.371330791543023,-0.3,log RR,0.9
O2,Naive estimate,1.1017445248200168,0.45712952989948796,0.20578710994729477,1.997701939692739,-0.3,log RR,0.9
O1,Bivariate Selection on effect,1.0498513791215507,0.14549291564763445,0.7646852644521871,1.3350174937909143,-0.3,log RR,0.9
O2,Bivariate Selection on effect,0.107980567743548,0.42518391265377903,-0.7253799010578589,0.9413410365449549,-0.3,log RR,0.9
O1,Bivariate Selection on zscore,1.0463430397665376,0.146459821529194,0.7592817895693174,1.333404289963758,-0.3,log RR,0.9
O2,Bivariate Selection on zscore,0.06943938339126383,0.4354630210507797,-0.7840681378682643,0.9229469046507921,-0.3,log RR,0.9
O1,Naive estimate,1.0826054067992252,0.14731157665203387,0.7938800220554274,1.371330791543023,-0.3,log RR,1
O2,Naive estimate,1.1017445248200168,0.45712952989948796,0.20578710994729477,1.997701939692739,-0.3,log RR,1
O1,Bivariate Selection on effect,1.0467460705489686,0.1449110335060985,0.7627204448770155,1.3307716962209217,-0.3,log RR,1
O2,Bivariate Selection on effect,0.08153277137212146,0.4118521167287933,-0.7256973774163133,0.8887629201605562,-0.3,log RR,1
O1,Bivariate Selection on zscore,1.0446261793901312,0.1465753031511908,0.7573385852137973,1.3319137735664652,-0.3,log RR,1
O2,Bivariate Selection on zscore,0.0421106098219965,0.42183383775724403,-0.7846837121822018,0.8689049318261949,-0.3,log RR,1
O1,Naive estimate,1.0826054067992252,0.14731157665203387,0.7938800220554274,1.371330791543023,-0.3,log RR,1.1
O2,Naive estimate,1.1017445248200168,0.45712952989948796,0.20578710994729477,1.997701939692739,-0.3,log RR,1.1
O1,Bivariate Selection on effect,1.0444539515027507,0.14442025334258166,0.7613902549512906,1.3275176480542106,-0.3,log RR,1.1
O2,Bivariate Selection on effect,0.06526597695472426,0.4016451368804492,-0.7219584913309562,0.8524904452404047,-0.3,log RR,1.1
O1,Bivariate Selection on zscore,1.043385775582287,0.14666595813034514,0.7559204976468106,1.3308510535177636,-0.3,log RR,1.1
O2,Bivariate Selection on zscore,0.027502097166009293,0.4136534955063051,-0.7832587540263487,0.8382629483583672,-0.3,log RR,1.1
O1,Naive estimate,1.0826054067992252,0.14731157665203387,0.7938800220554274,1.371330791543023,-0.3,log RR,1.2000000000000002
O2,Naive estimate,1.1017445248200168,0.45712952989948796,0.20578710994729477,1.997701939692739,-0.3,log RR,1.2000000000000002
O1,Bivariate Selection on effect,1.0427566542591042,0.1440113622727382,0.7604943842045373,1.3250189243136712,-0.3,log RR,1.2000000000000002
O2,Bivariate Selection on effect,0.055456206855598406,0.39381223945326294,-0.7164157824727969,0.8273281961839937,-0.3,log RR,1.2000000000000002
O1,Bivariate Selection on zscore,1.0424238139725572,0.1467392244227739,0.7548149341039204,1.330032693841194,-0.3,log RR,1.2000000000000002
O2,Bivariate Selection on zscore,0.020032162149998083,0.4087886036715748,-0.7811935010462886,0.8212578253462847,-0.3,log RR,1.2000000000000002
O1,Naive estimate,1.0826054067992252,0.14731157665203387,0.7938800220554274,1.371330791543023,-0.3,log RR,1.3
O2,Naive estimate,1.1017445248200168,0.45712952989948796,0.20578710994729477,1.997701939692739,-0.3,log RR,1.3
O1,Bivariate Selection on effect,1.0414829106089094,0.143666114268133,0.7598973266433687,1.32306849457445,-0.3,log RR,1.3
O2,Bivariate Selection on effect,0.04971493345638274,0.38768926051768415,-0.7101560171582781,0.8095858840710437,-0.3,log RR,1.3
O1,Bivariate Selection on zscore,1.0416222032531004,0.1468003183961037,0.7538935791967372,1.3293508273094636,-0.3,log RR,1.3
O2,Bivariate Selection on zscore,0.016514991112368555,0.405778036080578,-0.7788099596055643,0.8118399418303014,-0.3,log RR,1.3
O1,Naive estimate,1.534943084384015,0.18122827824104915,1.1797421860513548,1.8901439827166753,0,log OR,0
O2,Naive estimate,1.1381000928965186,0.4680638575107071,0.2207117897106451,2.055488396082392,0,log OR,0
O1,Bivariate Selection on effect,1.5310984385197863,0.18054340838367058,1.177233358087792,1.8849635189517806,0,log OR,0
O2,Bivariate Selection on effect,1.1019007120551685,0.45021900861802217,0.21947145516384503,1.984329968946492,0,log OR,0
O1,Bivariate Selection on zscore,1.5310984385197863,0.18054340838367058,1.177233358087792,1.8849635189517806,0,log OR,0
O2,Bivariate Selection on zscore,1.1019007120551685,0.45021900861802217,0.21947145516384503,1.984329968946492,0,log OR,0
O1,Naive estimate,1.534943084384015,0.18122827824104915,1.1797421860513548,1.8901439827166753,0,log OR,0.1
O2,Naive estimate,1.1381000928965186,0.4680638575107071,0.2207117897106451,2.055488396082392,0,log OR,0.1
O1,Bivariate Selection on effect,1.5288493268508792,0.18030175970098292,1.1754578778369527,1.8822407758648056,0,log OR,0.1
O2,Bivariate Selection on effect,0.998110140669666,0.4506854468005982,0.11476666494049359,1.8814536163988382,0,log OR,0.1
O1,Bivariate Selection on zscore,1.5267782134516343,0.18014625275287188,1.1736915580560054,1.8798648688472632,0,log OR,0.1
O2,Bivariate Selection on zscore,1.0131783000913372,0.4497642959482882,0.13164028003269235,1.8947163201499821,0,log OR,0.1
O1,Naive estimate,1.534943084384015,0.18122827824104915,1.1797421860513548,1.8901439827166753,0,log OR,0.2
O2,Naive estimate,1.1381000928965186,0.4680638575107071,0.2207117897106451,2.055488396082392,0,log OR,0.2
O1,Bivariate Selection on effect,1.5274359858878466,0.18035758131187066,1.17393512651658,1.880936845259113,0,log OR,0.2
O2,Bivariate Selection on effect,0.8937957342457417,0.4533780593233852,0.005174737971906707,1.7824167305195766,0,log OR,0.2
O1,Bivariate Selection on zscore,1.5229821511709631,0.1800359492931181,1.1701116905564517,1.8758526117854746,0,log OR,0.2
O2,Bivariate Selection on zscore,0.925115235895322,0.45031044420764077,0.04250676524834607,1.8077237065422977,0,log OR,0.2
O1,Naive estimate,1.534943084384015,0.18122827824104915,1.1797421860513548,1.8901439827166753,0,log OR,0.30000000000000004
O2,Naive estimate,1.1381000928965186,0.4680638575107071,0.2207117897106451,2.055488396082392,0,log OR,0.30000000000000004
O1,Bivariate Selection on effect,1.5269329378701402,0.180669881033368,1.172819971044739,1.8810459046955414,0,log OR,0.30000000000000004
O2,Bivariate Selection on effect,0.7874144982503773,0.45849193359705426,-0.11122969159984897,1.6860586881006037,0,log OR,0.30000000000000004
O1,Bivariate Selection on zscore,1.5196457176884477,0.1801747352979937,1.1665032365043801,1.8727881988725152,0,log OR,0.30000000000000004
O2,Bivariate Selection on zscore,0.8368887074338892,0.4529416085850726,-0.05087684539285309,1.7246542602606314,0,log OR,0.30000000000000004
O1,Naive estimate,1.534943084384015,0.18122827824104915,1.1797421860513548,1.8901439827166753,0,log OR,0.4
O2,Naive estimate,1.1381000928965186,0.4680638575107071,0.2207117897106451,2.055488396082392,0,log OR,0.4
O1,Bivariate Selection on effect,1.5273447544478325,0.18118308175339404,1.1722259142111802,1.8824635946844848,0,log OR,0.4
O2,Bivariate Selection on effect,0.6792671304941864,0.46343918853472627,-0.2290736790338771,1.58760794002225,0,log OR,0.4
O1,Bivariate Selection on zscore,1.5166757979983563,0.18049800143644062,1.1628997151829328,1.8704518808137798,0,log OR,0.4
O2,Bivariate Selection on zscore,0.7473384507328191,0.4576559778950417,-0.14966726594146262,1.6443441674071009,0,log OR,0.4
O1,Naive estimate,1.534943084384015,0.18122827824104915,1.1797421860513548,1.8901439827166753,0,log OR,0.5
O2,Naive estimate,1.1381000928965186,0.4680638575107071,0.2207117897106451,2.055488396082392,0,log OR,0.5
O1,Bivariate Selection on effect,1.5284917357325014,0.18181020324874095,1.1721437373649692,1.8848397341000336,0,log OR,0.5
O2,Bivariate Selection on effect,0.573517127144409,0.4645563354100434,-0.33701329025927607,1.484047544548094,0,log OR,0.5
O1,Bivariate Selection on zscore,1.513959127480172,0.18091075171525636,1.1593740541182695,1.8685442008420745,0,log OR,0.5
O2,Bivariate Selection on zscore,0.6562363389145505,0.46305664726027823,-0.2513546897155948,1.5638273675446959,0,log OR,0.5
O1,Naive estimate,1.534943084384015,0.18122827824104915,1.1797421860513548,1.8901439827166753,0,log OR,0.6000000000000001
O2,Naive estimate,1.1381000928965186,0.4680638575107071,0.2207117897106451,2.055488396082392,0,log OR,0.6000000000000001
O1,Bivariate Selection on effect,1.5299967109017383,0.18243816507638277,1.172417907352028,1.8875755144514486,0,log OR,0.6000000000000001
O2,Bivariate Selection on effect,0.47697776947293014,0.46003563870396663,-0.4246920823868444,1.3786476213327048,0,log OR,0.6000000000000001
O1,Bivariate Selection on zscore,1.5113933020517925,0.18129824219777463,1.1560487473441543,1.8667378567594306,0,log OR,0.6000000000000001
O2,Bivariate Selection on zscore,0.5654491202458604,0.4668503236972099,-0.34957751420067107,1.480475754692392,0,log OR,0.6000000000000001
O1,Naive estimate,1.534943084384015,0.18122827824104915,1.1797421860513548,1.8901439827166753,0,log OR,0.7000000000000001
O2,Naive estimate,1.1381000928965186,0.4680638575107071,0.2207117897106451,2.055488396082392,0,log OR,0.7000000000000001
O1,Bivariate Selection on effect,1.5314426689912994,0.1829679147873645,1.172825556008065,1.890059781974534,0,log OR,0.7000000000000001
O2,Bivariate Selection on effect,0.39540629431842045,0.4511652492460207,-0.4888775942037801,1.2796901828406209,0,log OR,0.7000000000000001
O1,Bivariate Selection on zscore,1.5089265349114744,0.1815576330807298,1.153073574073244,1.8647794957497048,0,log OR,0.7000000000000001
O2,Bivariate Selection on zscore,0.4790121612550967,0.46720671939857666,-0.4367130087661135,1.394737331276307,0,log OR,0.7000000000000001
O1,Naive estimate,1.534943084384015,0.18122827824104915,1.1797421860513548,1.8901439827166753,0,log OR,0.8
O2,Naive estimate,1.1381000928965186,0.4680638575107071,0.2207117897106451,2.055488396082392,0,log OR,0.8
O1,Bivariate Selection on effect,1.5325555837177895,0.18334805146016778,1.1731934028558606,1.8919177645797185,0,log OR,0.8
O2,Bivariate Selection on effect,0.3308608456711481,0.4407931244797979,-0.5330936783092557,1.194815369651552,0,log OR,0.8
O1,Bivariate Selection on zscore,1.5065730375389237,0.1816347651627396,1.1505688978199542,1.8625771772578932,0,log OR,0.8
O2,Bivariate Selection on zscore,0.4016362818597647,0.46397735735732487,-0.5077593385605921,1.3110319022801213,0,log OR,0.8
O1,Naive estimate,1.534943084384015,0.18122827824104915,1.1797421860513548,1.8901439827166753,0,log OR,0.9
O2,Naive estimate,1.1381000928965186,0.4680638575107071,0.2207117897106451,2.055488396082392,0,log OR,0.9
O1,Bivariate Selection on effect,1.5332551302627166,0.18357380817898816,1.1734504662318999,1.8930597942935334,0,log OR,0.9
O2,Bivariate Selection on effect,0.28197237765758404,0.4312458227904246,-0.5632694350116483,1.1272141903268162,0,log OR,0.9
O1,Bivariate Selection on zscore,1.5043874987923782,0.1815370025916615,1.1485749737127215,1.8602000238720349,0,log OR,0.9
O2,Bivariate Selection on zscore,0.3366360645235494,0.4586119242297154,-0.5622433069666928,1.2355154360137917,0,log OR,0.9
O1,Naive estimate,1.534943084384015,0.18122827824104915,1.1797421860513548,1.8901439827166753,0,log OR,1
O2,Naive estimate,1.1381000928965186,0.4680638575107071,0.2207117897106451,2.055488396082392,0,log OR,1
O1,Bivariate Selection on effect,1.5335912612161047,0.18366687068428958,1.1736041946748972,1.8935783277573122,0,log OR,1
O2,Bivariate Selection on effect,0.24572621401477485,0.42357202633700985,-0.5844749576057644,1.0759273856353142,0,log OR,1
O1,Bivariate Selection on zscore,1.5024220804873025,0.18131353305201642,1.1470475557053503,1.8577966052692547,0,log OR,1
O2,Bivariate Selection on zscore,0.284874488006489,0.45299456264272603,-0.602994854773254,1.1727438307862321,0,log OR,1
O1,Naive estimate,1.534943084384015,0.18122827824104915,1.1797421860513548,1.8901439827166753,0,log OR,1.1
O2,Naive estimate,1.1381000928965186,0.4680638575107071,0.2207117897106451,2.055488396082392,0,log OR,1.1
O1,Bivariate Selection on effect,1.533662406240875,0.18365738358381675,1.1736939344165942,1.8936308780651558,0,log OR,1.1
O2,Bivariate Selection on effect,0.21895371146546133,0.4178633175822059,-0.6000583909956623,1.0379658139265848,0,log OR,1.1
O1,Bivariate Selection on zscore,1.5006998811941663,0.18102359974036544,1.14589362570305,1.8555061366852825,0,log OR,1.1
O2,Bivariate Selection on zscore,0.24516085711534946,0.4484202677130933,-0.6337428676023134,1.1240645818330124,0,log OR,1.1
O1,Naive estimate,1.534943084384015,0.18122827824104915,1.1797421860513548,1.8901439827166753,0,log OR,1.2000000000000002
O2,Naive estimate,1.1381000928965186,0.4680638575107071,0.2207117897106451,2.055488396082392,0,log OR,1.2000000000000002
O1,Bivariate Selection on effect,1.5335650029071388,0.18357428719403984,1.1737594000068208,1.8933706058074569,0,log OR,1.2000000000000002
O2,Bivariate Selection on effect,0.1990181125454939,0.4137858311040177,-0.6120021164183806,1.0100383415093686,0,log OR,1.2000000000000002
O1,Bivariate Selection on zscore,1.4992136706029875,0.18071489720767614,1.1450124720759423,1.8534148691300327,0,log OR,1.2000000000000002
O2,Bivariate Selection on zscore,0.2153050298028697,0.44534951356372615,-0.6575800167820336,1.088190076387773,0,log OR,1.2000000000000002
O1,Naive estimate,1.534943084384015,0.18122827824104915,1.1797421860513548,1.8901439827166753,0,log OR,1.3
O2,Naive estimate,1.1381000928965186,0.4680638575107071,0.2207117897106451,2.055488396082392,0,log OR,1.3
O1,Bivariate Selection on effect,1.5333743654716794,0.18344170952079528,1.1738286148109207,1.892920116132438,0,log OR,1.3
O2,Bivariate Selection on effect,0.1839488622132262,0.4109219700933868,-0.621458199169812,0.9893559235962643,0,log OR,1.3
O1,Bivariate Selection on zscore,1.4979377024790286,0.18041723507107973,1.1443199217397124,1.8515554832183447,0,log OR,1.3
O2,Bivariate Selection on zscore,0.1929996990708286,0.4436770024423633,-0.6766072257162035,1.0626066238578606,0,log OR,1.3
O1,Naive estimate,1.076162520985647,0.1448710802772215,0.7922204212408819,1.360104620730412,0,log RR,0
O2,Naive estimate,1.0887619596692966,0.45168677091587806,0.2034721563809817,1.9740517629576115,0,log RR,0
O1,Bivariate Selection on effect,1.073997061945714,0.14497636242129408,0.7898433915999776,1.3581507322914503,0,log RR,0
O2,Bivariate Selection on effect,1.0707514404518614,0.44698958075161316,0.19465186217869967,1.9468510187250232,0,log RR,0
O1,Bivariate Selection on zscore,1.073997061945714,0.14497636242129408,0.7898433915999776,1.3581507322914503,0,log RR,0
O2,Bivariate Selection on zscore,1.0707514404518614,0.44698958075161316,0.19465186217869967,1.9468510187250232,0,log RR,0
O1,Naive estimate,1.076162520985647,0.1448710802772215,0.7922204212408819,1.360104620730412,0,log RR,0.1
O2,Naive estimate,1.0887619596692966,0.45168677091587806,0.2034721563809817,1.9740517629576115,0,log RR,0.1
O1,Bivariate Selection on effect,1.0720785583158103,0.14456641528087272,0.7887283843652998,1.3554287322663208,0,log RR,0.1
O2,Bivariate Selection on effect,0.9644618231583575,0.45033298357122514,0.0818091753587562,1.8471144709579588,0,log RR,0.1
O1,Bivariate Selection on zscore,1.0696461019142585,0.1441556084309164,0.7871011093896623,1.3521910944388547,0,log RR,0.1
O2,Bivariate Selection on zscore,0.9751211661646846,0.4483221532984386,0.09640974569974492,1.8538325866296241,0,log RR,0.1
O1,Naive estimate,1.076162520985647,0.1448710802772215,0.7922204212408819,1.360104620730412,0,log RR,0.2
O2,Naive estimate,1.0887619596692966,0.45168677091587806,0.2034721563809817,1.9740517629576115,0,log RR,0.2
O1,Bivariate Selection on effect,1.0713482821854592,0.1445951316926496,0.787941824067866,1.3547547403030524,0,log RR,0.2
O2,Bivariate Selection on effect,0.854803394830985,0.454819647200361,-0.03664311368172257,1.7462499033436925,0,log RR,0.2
O1,Bivariate Selection on zscore,1.0661928872159518,0.143721518694198,0.7844987105753238,1.3478870638565799,0,log RR,0.2
O2,Bivariate Selection on zscore,0.8790855274272645,0.45036599404825817,-0.0036318209073215035,1.7618028757618505,0,log RR,0.2
O1,Naive estimate,1.076162520985647,0.1448710802772215,0.7922204212408819,1.360104620730412,0,log RR,0.30000000000000004
O2,Naive estimate,1.0887619596692966,0.45168677091587806,0.2034721563809817,1.9740517629576115,0,log RR,0.30000000000000004
O1,Bivariate Selection on effect,1.0714503643683355,0.1449434009762052,0.7873612984549734,1.3555394302816977,0,log RR,0.30000000000000004
O2,Bivariate Selection on effect,0.7422694094433697,0.4580548753621605,-0.15551814626646487,1.6400569651532044,0,log RR,0.30000000000000004
O1,Bivariate Selection on zscore,1.0632816414658002,0.1436248423331094,0.7817769504929057,1.3447863324386946,0,log RR,0.30000000000000004
